-3,-3,-3,-3
85,0,40,0
85,0,130,0
70,0,85,0
-2,-2,-2,-2
85,1,70,1
130,1,85,1
40,1,85,1
-2,-2,-2,-2
70,2,85,2
85,2,40,2
130,2,85,2
-2,-2,-2,-2
85,3,130,3
85,3,40,3
85,3,70,3
-3,-3,-3,-3
115,3,85,3
55,3,85,3
40,3,85,3
145,3,85,3
85,3,130,3
85,3,70,3
85,3,100,3
85,3,25,3
70,3,85,3
55,3,85,3
115,3,85,3
40,3,85,3
85,3,130,3
85,3,25,3
85,3,145,3
85,3,100,3
145,3,85,3
115,3,85,3
85,3,70,3
85,3,40,3
100,3,85,3
55,3,85,3
85,3,25,3
85,3,130,3
130,3,85,3
85,3,55,3
85,3,70,3
85,3,145,3
25,3,85,3
100,3,85,3
85,3,40,3
115,3,85,3
0,0,0,0
85,3,55,3
85,3,130,3
85,3,115,3
100,3,85,3
85,3,145,3
70,3,85,3
25,3,85,3
40,3,85,3
85,3,100,3
130,3,85,3
85,3,40,3
25,3,85,3
70,3,85,3
85,3,115,3
145,3,85,3
85,3,55,3
85,3,40,3
85,3,70,3
130,3,85,3
85,3,100,3
85,3,115,3
25,3,85,3
55,3,85,3
145,3,85,3
85,3,25,3
85,3,115,3
130,3,85,3
85,3,145,3
40,3,85,3
85,3,55,3
100,3,85,3
70,3,85,3
-2,-2,-2,-2
115,0,85,0
55,0,85,0
40,0,85,0
145,0,85,0
85,0,130,0
85,0,70,0
85,0,100,0
85,0,25,0
70,0,85,0
55,0,85,0
115,0,85,0
40,0,85,0
85,0,130,0
85,0,25,0
85,0,145,0
85,0,100,0
145,0,85,0
115,0,85,0
85,0,70,0
85,0,40,0
100,0,85,0
55,0,85,0
85,0,25,0
85,0,130,0
130,0,85,0
85,0,55,0
85,0,70,0
85,0,145,0
25,0,85,0
100,0,85,0
85,0,40,0
115,0,85,0
0,0,0,0
85,0,55,0
85,0,130,0
85,0,115,0
100,0,85,0
85,0,145,0
70,0,85,0
25,0,85,0
40,0,85,0
85,0,100,0
130,0,85,0
85,0,40,0
25,0,85,0
70,0,85,0
85,0,115,0
145,0,85,0
85,0,55,0
85,0,40,0
85,0,70,0
130,0,85,0
85,0,100,0
85,0,115,0
25,0,85,0
55,0,85,0
145,0,85,0
85,0,25,0
85,0,115,0
130,0,85,0
85,0,145,0
40,0,85,0
85,0,55,0
100,0,85,0
70,0,85,0
-2,-2,-2,-2
115,2,85,2
55,2,85,2
40,2,85,2
145,2,85,2
85,2,130,2
85,2,70,2
85,2,100,2
85,2,25,2
70,2,85,2
55,2,85,2
115,2,85,2
40,2,85,2
85,2,130,2
85,2,25,2
85,2,145,2
85,2,100,2
145,2,85,2
115,2,85,2
85,2,70,2
85,2,40,2
100,2,85,2
55,2,85,2
85,2,25,2
85,2,130,2
130,2,85,2
85,2,55,2
85,2,70,2
85,2,145,2
25,2,85,2
100,2,85,2
85,2,40,2
115,2,85,2
0,0,0,0
85,2,55,2
85,2,130,2
85,2,115,2
100,2,85,2
85,2,145,2
70,2,85,2
25,2,85,2
40,2,85,2
85,2,100,2
130,2,85,2
85,2,40,2
25,2,85,2
70,2,85,2
85,2,115,2
145,2,85,2
85,2,55,2
85,2,40,2
85,2,70,2
130,2,85,2
85,2,100,2
85,2,115,2
25,2,85,2
55,2,85,2
145,2,85,2
85,2,25,2
85,2,115,2
130,2,85,2
85,2,145,2
40,2,85,2
85,2,55,2
100,2,85,2
70,2,85,2
-2,-2,-2,-2
115,1,85,1
55,1,85,1
40,1,85,1
145,1,85,1
85,1,130,1
85,1,70,1
85,1,100,1
85,1,25,1
70,1,85,1
55,1,85,1
115,1,85,1
40,1,85,1
85,1,130,1
85,1,25,1
85,1,145,1
85,1,100,1
145,1,85,1
115,1,85,1
85,1,70,1
85,1,40,1
100,1,85,1
55,1,85,1
85,1,25,1
85,1,130,1
130,1,85,1
85,1,55,1
85,1,70,1
85,1,145,1
25,1,85,1
100,1,85,1
85,1,40,1
115,1,85,1
0,0,0,0
85,1,55,1
85,1,130,1
85,1,115,1
100,1,85,1
85,1,145,1
70,1,85,1
25,1,85,1
40,1,85,1
85,1,100,1
130,1,85,1
85,1,40,1
25,1,85,1
70,1,85,1
85,1,115,1
145,1,85,1
85,1,55,1
85,1,40,1
85,1,70,1
130,1,85,1
85,1,100,1
85,1,115,1
25,1,85,1
55,1,85,1
145,1,85,1
85,1,25,1
85,1,115,1
130,1,85,1
85,1,145,1
40,1,85,1
85,1,55,1
100,1,85,1
70,1,85,1
-1,-1,-1,-1
