ParticipantType,StageOrder,ComparisonVersion,Stage,Sequence,Trial,First,Second,Pair
7,R-P-M-I,B,R,2,7,145,85,"[145,85]"
7,R-P-M-I,B,R,2,8,100,85,"[100,85]"
7,R-P-M-I,B,R,3,1,85,145,"[85,145]"
7,R-P-M-I,B,R,3,2,85,115,"[85,115]"
7,R-P-M-I,B,R,3,3,70,85,"[70,85]"
7,R-P-M-I,B,R,3,4,40,85,"[40,85]"
7,R-P-M-I,B,R,3,5,85,100,"[85,100]"
7,R-P-M-I,B,R,3,6,85,55,"[85,55]"
7,R-P-M-I,B,R,3,7,25,85,"[25,85]"
7,R-P-M-I,B,R,3,8,130,85,"[130,85]"
7,R-P-M-I,B,R,4,1,85,130,"[85,130]"
7,R-P-M-I,B,R,4,2,55,85,"[55,85]"
7,R-P-M-I,B,R,4,3,70,85,"[70,85]"
7,R-P-M-I,B,R,4,4,145,85,"[145,85]"
7,R-P-M-I,B,R,4,5,85,25,"[85,25]"
7,R-P-M-I,B,R,4,6,85,100,"[85,100]"
7,R-P-M-I,B,R,4,7,40,85,"[40,85]"
7,R-P-M-I,B,R,4,8,85,115,"[85,115]"
7,R-P-M-I,B,0,0,0,0,0,0
7,R-P-M-I,B,R,5,1,55,85,"[55,85]"
7,R-P-M-I,B,R,5,2,130,85,"[130,85]"
7,R-P-M-I,B,R,5,3,115,85,"[115,85]"
7,R-P-M-I,B,R,5,4,85,100,"[85,100]"
7,R-P-M-I,B,R,5,5,145,85,"[145,85]"
7,R-P-M-I,B,R,5,6,85,70,"[85,70]"
7,R-P-M-I,B,R,5,7,85,25,"[85,25]"
7,R-P-M-I,B,R,5,8,85,40,"[85,40]"
7,R-P-M-I,B,R,6,1,100,85,"[100,85]"
7,R-P-M-I,B,R,6,2,85,130,"[85,130]"
7,R-P-M-I,B,R,6,3,40,85,"[40,85]"
7,R-P-M-I,B,R,6,4,85,25,"[85,25]"
7,R-P-M-I,B,R,6,5,85,70,"[85,70]"
7,R-P-M-I,B,R,6,6,115,85,"[115,85]"
7,R-P-M-I,B,R,6,7,85,145,"[85,145]"
7,R-P-M-I,B,R,6,8,55,85,"[55,85]"
7,R-P-M-I,B,R,7,1,40,85,"[40,85]"
7,R-P-M-I,B,R,7,2,70,85,"[70,85]"
7,R-P-M-I,B,R,7,3,85,130,"[85,130]"
7,R-P-M-I,B,R,7,4,100,85,"[100,85]"
7,R-P-M-I,B,R,7,5,115,85,"[115,85]"
7,R-P-M-I,B,R,7,6,85,25,"[85,25]"
7,R-P-M-I,B,R,7,7,85,55,"[85,55]"
7,R-P-M-I,B,R,7,8,85,145,"[85,145]"
7,R-P-M-I,B,R,8,1,25,85,"[25,85]"
7,R-P-M-I,B,R,8,2,115,85,"[115,85]"
7,R-P-M-I,B,R,8,3,85,130,"[85,130]"
7,R-P-M-I,B,R,8,4,145,85,"[145,85]"
7,R-P-M-I,B,R,8,5,85,40,"[85,40]"
7,R-P-M-I,B,R,8,6,55,85,"[55,85]"
7,R-P-M-I,B,R,8,7,85,100,"[85,100]"
7,R-P-M-I,B,R,8,8,85,70,"[85,70]"
7,R-P-M-I,B,P,1,1,85,115,"[85,115]"
7,R-P-M-I,B,P,1,2,85,55,"[85,55]"
7,R-P-M-I,B,P,1,3,85,40,"[85,40]"
7,R-P-M-I,B,P,1,4,85,145,"[85,145]"
7,R-P-M-I,B,P,1,5,130,85,"[130,85]"
7,R-P-M-I,B,P,1,6,70,85,"[70,85]"
7,R-P-M-I,B,P,1,7,100,85,"[100,85]"
7,R-P-M-I,B,P,1,8,25,85,"[25,85]"
7,R-P-M-I,B,P,2,1,85,70,"[85,70]"
7,R-P-M-I,B,P,2,2,85,55,"[85,55]"
7,R-P-M-I,B,P,2,3,85,115,"[85,115]"
7,R-P-M-I,B,P,2,4,85,40,"[85,40]"
7,R-P-M-I,B,P,2,5,130,85,"[130,85]"
7,R-P-M-I,B,P,2,6,25,85,"[25,85]"
7,R-P-M-I,B,P,2,7,145,85,"[145,85]"
7,R-P-M-I,B,P,2,8,100,85,"[100,85]"
7,R-P-M-I,B,P,3,1,85,145,"[85,145]"
7,R-P-M-I,B,P,3,2,85,115,"[85,115]"
7,R-P-M-I,B,P,3,3,70,85,"[70,85]"
7,R-P-M-I,B,P,3,4,40,85,"[40,85]"
7,R-P-M-I,B,P,3,5,85,100,"[85,100]"
7,R-P-M-I,B,P,3,6,85,55,"[85,55]"
7,R-P-M-I,B,P,3,7,25,85,"[25,85]"
7,R-P-M-I,B,P,3,8,130,85,"[130,85]"
7,R-P-M-I,B,P,4,1,85,130,"[85,130]"
7,R-P-M-I,B,P,4,2,55,85,"[55,85]"
7,R-P-M-I,B,P,4,3,70,85,"[70,85]"
7,R-P-M-I,B,P,4,4,145,85,"[145,85]"
7,R-P-M-I,B,P,4,5,85,25,"[85,25]"
7,R-P-M-I,B,P,4,6,85,100,"[85,100]"
7,R-P-M-I,B,P,4,7,40,85,"[40,85]"
7,R-P-M-I,B,P,4,8,85,115,"[85,115]"
7,R-P-M-I,B,0,0,0,0,0,0
7,R-P-M-I,B,P,5,1,55,85,"[55,85]"
7,R-P-M-I,B,P,5,2,130,85,"[130,85]"
7,R-P-M-I,B,P,5,3,115,85,"[115,85]"
7,R-P-M-I,B,P,5,4,85,100,"[85,100]"
7,R-P-M-I,B,P,5,5,145,85,"[145,85]"
7,R-P-M-I,B,P,5,6,85,70,"[85,70]"
7,R-P-M-I,B,P,5,7,85,25,"[85,25]"
7,R-P-M-I,B,P,5,8,85,40,"[85,40]"
7,R-P-M-I,B,P,6,1,100,85,"[100,85]"
7,R-P-M-I,B,P,6,2,85,130,"[85,130]"
7,R-P-M-I,B,P,6,3,40,85,"[40,85]"
7,R-P-M-I,B,P,6,4,85,25,"[85,25]"
7,R-P-M-I,B,P,6,5,85,70,"[85,70]"
7,R-P-M-I,B,P,6,6,115,85,"[115,85]"
7,R-P-M-I,B,P,6,7,85,145,"[85,145]"
7,R-P-M-I,B,P,6,8,55,85,"[55,85]"
7,R-P-M-I,B,P,7,1,40,85,"[40,85]"
7,R-P-M-I,B,P,7,2,70,85,"[70,85]"
7,R-P-M-I,B,P,7,3,85,130,"[85,130]"
7,R-P-M-I,B,P,7,4,100,85,"[100,85]"
7,R-P-M-I,B,P,7,5,115,85,"[115,85]"
7,R-P-M-I,B,P,7,6,85,25,"[85,25]"
7,R-P-M-I,B,P,7,7,85,55,"[85,55]"
7,R-P-M-I,B,P,7,8,85,145,"[85,145]"
7,R-P-M-I,B,P,8,1,25,85,"[25,85]"
7,R-P-M-I,B,P,8,2,115,85,"[115,85]"
7,R-P-M-I,B,P,8,3,85,130,"[85,130]"
7,R-P-M-I,B,P,8,4,145,85,"[145,85]"
7,R-P-M-I,B,P,8,5,85,40,"[85,40]"
7,R-P-M-I,B,P,8,6,55,85,"[55,85]"
7,R-P-M-I,B,P,8,7,85,100,"[85,100]"
7,R-P-M-I,B,P,8,8,85,70,"[85,70]"
7,R-P-M-I,B,M,1,1,85,115,"[85,115]"
7,R-P-M-I,B,M,1,2,85,55,"[85,55]"
7,R-P-M-I,B,M,1,3,85,40,"[85,40]"
7,R-P-M-I,B,M,1,4,85,145,"[85,145]"
7,R-P-M-I,B,M,1,5,130,85,"[130,85]"
7,R-P-M-I,B,M,1,6,70,85,"[70,85]"
7,R-P-M-I,B,M,1,7,100,85,"[100,85]"
7,R-P-M-I,B,M,1,8,25,85,"[25,85]"
7,R-P-M-I,B,M,2,1,85,70,"[85,70]"
7,R-P-M-I,B,M,2,2,85,55,"[85,55]"
7,R-P-M-I,B,M,2,3,85,115,"[85,115]"
7,R-P-M-I,B,M,2,4,85,40,"[85,40]"
7,R-P-M-I,B,M,2,5,130,85,"[130,85]"
7,R-P-M-I,B,M,2,6,25,85,"[25,85]"
7,R-P-M-I,B,M,2,7,145,85,"[145,85]"
7,R-P-M-I,B,M,2,8,100,85,"[100,85]"
7,R-P-M-I,B,M,3,1,85,145,"[85,145]"
7,R-P-M-I,B,M,3,2,85,115,"[85,115]"
7,R-P-M-I,B,M,3,3,70,85,"[70,85]"
7,R-P-M-I,B,M,3,4,40,85,"[40,85]"
7,R-P-M-I,B,M,3,5,85,100,"[85,100]"
7,R-P-M-I,B,M,3,6,85,55,"[85,55]"
7,R-P-M-I,B,M,3,7,25,85,"[25,85]"
7,R-P-M-I,B,M,3,8,130,85,"[130,85]"
7,R-P-M-I,B,M,4,1,85,130,"[85,130]"
7,R-P-M-I,B,M,4,2,55,85,"[55,85]"
7,R-P-M-I,B,M,4,3,70,85,"[70,85]"
7,R-P-M-I,B,M,4,4,145,85,"[145,85]"
7,R-P-M-I,B,M,4,5,85,25,"[85,25]"
7,R-P-M-I,B,M,4,6,85,100,"[85,100]"
7,R-P-M-I,B,M,4,7,40,85,"[40,85]"
7,R-P-M-I,B,M,4,8,85,115,"[85,115]"
7,R-P-M-I,B,0,0,0,0,0,0
7,R-P-M-I,B,M,5,1,55,85,"[55,85]"
7,R-P-M-I,B,M,5,2,130,85,"[130,85]"
7,R-P-M-I,B,M,5,3,115,85,"[115,85]"
7,R-P-M-I,B,M,5,4,85,100,"[85,100]"
7,R-P-M-I,B,M,5,5,145,85,"[145,85]"
7,R-P-M-I,B,M,5,6,85,70,"[85,70]"
7,R-P-M-I,B,M,5,7,85,25,"[85,25]"
7,R-P-M-I,B,M,5,8,85,40,"[85,40]"
7,R-P-M-I,B,M,6,1,100,85,"[100,85]"
7,R-P-M-I,B,M,6,2,85,130,"[85,130]"
7,R-P-M-I,B,M,6,3,40,85,"[40,85]"
7,R-P-M-I,B,M,6,4,85,25,"[85,25]"
7,R-P-M-I,B,M,6,5,85,70,"[85,70]"
7,R-P-M-I,B,M,6,6,115,85,"[115,85]"
7,R-P-M-I,B,M,6,7,85,145,"[85,145]"
7,R-P-M-I,B,M,6,8,55,85,"[55,85]"
7,R-P-M-I,B,M,7,1,40,85,"[40,85]"
7,R-P-M-I,B,M,7,2,70,85,"[70,85]"
7,R-P-M-I,B,M,7,3,85,130,"[85,130]"
7,R-P-M-I,B,M,7,4,100,85,"[100,85]"
7,R-P-M-I,B,M,7,5,115,85,"[115,85]"
7,R-P-M-I,B,M,7,6,85,25,"[85,25]"
7,R-P-M-I,B,M,7,7,85,55,"[85,55]"
7,R-P-M-I,B,M,7,8,85,145,"[85,145]"
7,R-P-M-I,B,M,8,1,25,85,"[25,85]"
7,R-P-M-I,B,M,8,2,115,85,"[115,85]"
7,R-P-M-I,B,M,8,3,85,130,"[85,130]"
7,R-P-M-I,B,M,8,4,145,85,"[145,85]"
7,R-P-M-I,B,M,8,5,85,40,"[85,40]"
7,R-P-M-I,B,M,8,6,55,85,"[55,85]"
7,R-P-M-I,B,M,8,7,85,100,"[85,100]"
7,R-P-M-I,B,M,8,8,85,70,"[85,70]"
7,R-P-M-I,B,I,1,1,85,115,"[85,115]"
7,R-P-M-I,B,I,1,2,85,55,"[85,55]"
7,R-P-M-I,B,I,1,3,85,40,"[85,40]"
7,R-P-M-I,B,I,1,4,85,145,"[85,145]"
7,R-P-M-I,B,I,1,5,130,85,"[130,85]"
7,R-P-M-I,B,I,1,6,70,85,"[70,85]"
7,R-P-M-I,B,I,1,7,100,85,"[100,85]"
7,R-P-M-I,B,I,1,8,25,85,"[25,85]"
7,R-P-M-I,B,I,2,1,85,70,"[85,70]"
7,R-P-M-I,B,I,2,2,85,55,"[85,55]"
7,R-P-M-I,B,I,2,3,85,115,"[85,115]"
7,R-P-M-I,B,I,2,4,85,40,"[85,40]"
7,R-P-M-I,B,I,2,5,130,85,"[130,85]"
7,R-P-M-I,B,I,2,6,25,85,"[25,85]"
7,R-P-M-I,B,I,2,7,145,85,"[145,85]"
7,R-P-M-I,B,I,2,8,100,85,"[100,85]"
7,R-P-M-I,B,I,3,1,85,145,"[85,145]"
7,R-P-M-I,B,I,3,2,85,115,"[85,115]"
7,R-P-M-I,B,I,3,3,70,85,"[70,85]"
7,R-P-M-I,B,I,3,4,40,85,"[40,85]"
7,R-P-M-I,B,I,3,5,85,100,"[85,100]"
7,R-P-M-I,B,I,3,6,85,55,"[85,55]"
7,R-P-M-I,B,I,3,7,25,85,"[25,85]"
7,R-P-M-I,B,I,3,8,130,85,"[130,85]"
7,R-P-M-I,B,I,4,1,85,130,"[85,130]"
7,R-P-M-I,B,I,4,2,55,85,"[55,85]"
7,R-P-M-I,B,I,4,3,70,85,"[70,85]"
7,R-P-M-I,B,I,4,4,145,85,"[145,85]"
7,R-P-M-I,B,I,4,5,85,25,"[85,25]"
7,R-P-M-I,B,I,4,6,85,100,"[85,100]"
7,R-P-M-I,B,I,4,7,40,85,"[40,85]"
7,R-P-M-I,B,I,4,8,85,115,"[85,115]"
7,R-P-M-I,B,0,0,0,0,0,0
7,R-P-M-I,B,I,5,1,55,85,"[55,85]"
7,R-P-M-I,B,I,5,2,130,85,"[130,85]"
7,R-P-M-I,B,I,5,3,115,85,"[115,85]"
7,R-P-M-I,B,I,5,4,85,100,"[85,100]"
7,R-P-M-I,B,I,5,5,145,85,"[145,85]"
7,R-P-M-I,B,I,5,6,85,70,"[85,70]"
7,R-P-M-I,B,I,5,7,85,25,"[85,25]"
7,R-P-M-I,B,I,5,8,85,40,"[85,40]"
7,R-P-M-I,B,I,6,1,100,85,"[100,85]"
7,R-P-M-I,B,I,6,2,85,130,"[85,130]"
7,R-P-M-I,B,I,6,3,40,85,"[40,85]"
7,R-P-M-I,B,I,6,4,85,25,"[85,25]"
7,R-P-M-I,B,I,6,5,85,70,"[85,70]"
7,R-P-M-I,B,I,6,6,115,85,"[115,85]"
7,R-P-M-I,B,I,6,7,85,145,"[85,145]"
7,R-P-M-I,B,I,6,8,55,85,"[55,85]"
7,R-P-M-I,B,I,7,1,40,85,"[40,85]"
7,R-P-M-I,B,I,7,2,70,85,"[70,85]"
7,R-P-M-I,B,I,7,3,85,130,"[85,130]"
7,R-P-M-I,B,I,7,4,100,85,"[100,85]"
7,R-P-M-I,B,I,7,5,115,85,"[115,85]"
7,R-P-M-I,B,I,7,6,85,25,"[85,25]"
7,R-P-M-I,B,I,7,7,85,55,"[85,55]"
7,R-P-M-I,B,I,7,8,85,145,"[85,145]"
7,R-P-M-I,B,I,8,1,25,85,"[25,85]"
7,R-P-M-I,B,I,8,2,115,85,"[115,85]"
7,R-P-M-I,B,I,8,3,85,130,"[85,130]"
7,R-P-M-I,B,I,8,4,145,85,"[145,85]"
7,R-P-M-I,B,I,8,5,85,40,"[85,40]"
7,R-P-M-I,B,I,8,6,55,85,"[55,85]"
7,R-P-M-I,B,I,8,7,85,100,"[85,100]"
7,R-P-M-I,B,I,8,8,85,70,"[85,70]"
7,R-P-M-I,B,-1,-1,-1,-1,-1,-1
8,P-I-R-M,B,-3,-3,-3,-3,-3,-3
8,P-I-R-M,B,I,0,1,85,40,"[85,40]"
8,P-I-R-M,B,I,0,2,85,130,"[85,130]"
8,P-I-R-M,B,I,0,3,70,85,"[70,85]"
8,P-I-R-M,B,-2,-2,-2,-2,-2,-2
8,P-I-R-M,B,M,0,1,85,70,"[85,70]"
8,P-I-R-M,B,M,0,2,130,85,"[130,85]"
8,P-I-R-M,B,M,0,3,40,85,"[40,85]"
8,P-I-R-M,B,-2,-2,-2,-2,-2,-2
8,P-I-R-M,B,R,0,1,70,85,"[70,85]"
8,P-I-R-M,B,R,0,2,85,40,"[85,40]"
8,P-I-R-M,B,R,0,3,130,85,"[130,85]"
8,P-I-R-M,B,-2,-2,-2,-2,-2,-2
8,P-I-R-M,B,P,0,1,85,130,"[85,130]"
8,P-I-R-M,B,P,0,2,85,40,"[85,40]"
8,P-I-R-M,B,P,0,3,85,70,"[85,70]"
8,P-I-R-M,B,-3,-3,-3,-3,-3,-3
8,P-I-R-M,B,P,1,1,85,115,"[85,115]"
8,P-I-R-M,B,P,1,2,85,55,"[85,55]"
8,P-I-R-M,B,P,1,3,85,40,"[85,40]"
8,P-I-R-M,B,P,1,4,85,145,"[85,145]"
8,P-I-R-M,B,P,1,5,130,85,"[130,85]"
8,P-I-R-M,B,P,1,6,70,85,"[70,85]"
8,P-I-R-M,B,P,1,7,100,85,"[100,85]"
8,P-I-R-M,B,P,1,8,25,85,"[25,85]"
8,P-I-R-M,B,P,2,1,85,70,"[85,70]"
8,P-I-R-M,B,P,2,2,85,55,"[85,55]"
8,P-I-R-M,B,P,2,3,85,115,"[85,115]"
8,P-I-R-M,B,P,2,4,85,40,"[85,40]"
8,P-I-R-M,B,P,2,5,130,85,"[130,85]"
8,P-I-R-M,B,P,2,6,25,85,"[25,85]"
8,P-I-R-M,B,P,2,7,145,85,"[145,85]"
8,P-I-R-M,B,P,2,8,100,85,"[100,85]"
8,P-I-R-M,B,P,3,1,85,145,"[85,145]"
8,P-I-R-M,B,P,3,2,85,115,"[85,115]"
8,P-I-R-M,B,P,3,3,70,85,"[70,85]"
8,P-I-R-M,B,P,3,4,40,85,"[40,85]"
8,P-I-R-M,B,P,3,5,85,100,"[85,100]"
8,P-I-R-M,B,P,3,6,85,55,"[85,55]"
8,P-I-R-M,B,P,3,7,25,85,"[25,85]"
8,P-I-R-M,B,P,3,8,130,85,"[130,85]"
8,P-I-R-M,B,P,4,1,85,130,"[85,130]"
8,P-I-R-M,B,P,4,2,55,85,"[55,85]"
8,P-I-R-M,B,P,4,3,70,85,"[70,85]"
8,P-I-R-M,B,P,4,4,145,85,"[145,85]"
8,P-I-R-M,B,P,4,5,85,25,"[85,25]"
8,P-I-R-M,B,P,4,6,85,100,"[85,100]"
8,P-I-R-M,B,P,4,7,40,85,"[40,85]"
8,P-I-R-M,B,P,4,8,85,115,"[85,115]"
8,P-I-R-M,B,0,0,0,0,0,0
8,P-I-R-M,B,P,5,1,55,85,"[55,85]"
8,P-I-R-M,B,P,5,2,130,85,"[130,85]"
8,P-I-R-M,B,P,5,3,115,85,"[115,85]"
8,P-I-R-M,B,P,5,4,85,100,"[85,100]"
8,P-I-R-M,B,P,5,5,145,85,"[145,85]"
8,P-I-R-M,B,P,5,6,85,70,"[85,70]"
8,P-I-R-M,B,P,5,7,85,25,"[85,25]"
8,P-I-R-M,B,P,5,8,85,40,"[85,40]"
8,P-I-R-M,B,P,6,1,100,85,"[100,85]"
8,P-I-R-M,B,P,6,2,85,130,"[85,130]"
8,P-I-R-M,B,P,6,3,40,85,"[40,85]"
8,P-I-R-M,B,P,6,4,85,25,"[85,25]"
8,P-I-R-M,B,P,6,5,85,70,"[85,70]"
8,P-I-R-M,B,P,6,6,115,85,"[115,85]"
8,P-I-R-M,B,P,6,7,85,145,"[85,145]"
8,P-I-R-M,B,P,6,8,55,85,"[55,85]"
8,P-I-R-M,B,P,7,1,40,85,"[40,85]"
8,P-I-R-M,B,P,7,2,70,85,"[70,85]"
8,P-I-R-M,B,P,7,3,85,130,"[85,130]"
8,P-I-R-M,B,P,7,4,100,85,"[100,85]"
8,P-I-R-M,B,P,7,5,115,85,"[115,85]"
8,P-I-R-M,B,P,7,6,85,25,"[85,25]"
8,P-I-R-M,B,P,7,7,85,55,"[85,55]"
8,P-I-R-M,B,P,7,8,85,145,"[85,145]"
8,P-I-R-M,B,P,8,1,25,85,"[25,85]"
8,P-I-R-M,B,P,8,2,115,85,"[115,85]"
8,P-I-R-M,B,P,8,3,85,130,"[85,130]"
8,P-I-R-M,B,P,8,4,145,85,"[145,85]"
8,P-I-R-M,B,P,8,5,85,40,"[85,40]"
8,P-I-R-M,B,P,8,6,55,85,"[55,85]"
8,P-I-R-M,B,P,8,7,85,100,"[85,100]"
8,P-I-R-M,B,P,8,8,85,70,"[85,70]"
8,P-I-R-M,B,I,1,1,85,115,"[85,115]"
8,P-I-R-M,B,I,1,2,85,55,"[85,55]"
8,P-I-R-M,B,I,1,3,85,40,"[85,40]"
8,P-I-R-M,B,I,1,4,85,145,"[85,145]"
8,P-I-R-M,B,I,1,5,130,85,"[130,85]"
8,P-I-R-M,B,I,1,6,70,85,"[70,85]"
8,P-I-R-M,B,I,1,7,100,85,"[100,85]"
8,P-I-R-M,B,I,1,8,25,85,"[25,85]"
8,P-I-R-M,B,I,2,1,85,70,"[85,70]"
8,P-I-R-M,B,I,2,2,85,55,"[85,55]"
8,P-I-R-M,B,I,2,3,85,115,"[85,115]"
8,P-I-R-M,B,I,2,4,85,40,"[85,40]"
8,P-I-R-M,B,I,2,5,130,85,"[130,85]"
8,P-I-R-M,B,I,2,6,25,85,"[25,85]"
8,P-I-R-M,B,I,2,7,145,85,"[145,85]"
8,P-I-R-M,B,I,2,8,100,85,"[100,85]"
8,P-I-R-M,B,I,3,1,85,145,"[85,145]"
8,P-I-R-M,B,I,3,2,85,115,"[85,115]"
8,P-I-R-M,B,I,3,3,70,85,"[70,85]"
8,P-I-R-M,B,I,3,4,40,85,"[40,85]"
8,P-I-R-M,B,I,3,5,85,100,"[85,100]"
8,P-I-R-M,B,I,3,6,85,55,"[85,55]"
8,P-I-R-M,B,I,3,7,25,85,"[25,85]"
8,P-I-R-M,B,I,3,8,130,85,"[130,85]"
8,P-I-R-M,B,I,4,1,85,130,"[85,130]"
8,P-I-R-M,B,I,4,2,55,85,"[55,85]"
8,P-I-R-M,B,I,4,3,70,85,"[70,85]"
8,P-I-R-M,B,I,4,4,145,85,"[145,85]"
8,P-I-R-M,B,I,4,5,85,25,"[85,25]"
8,P-I-R-M,B,I,4,6,85,100,"[85,100]"
8,P-I-R-M,B,I,4,7,40,85,"[40,85]"
8,P-I-R-M,B,I,4,8,85,115,"[85,115]"
8,P-I-R-M,B,0,0,0,0,0,0
8,P-I-R-M,B,I,5,1,55,85,"[55,85]"
8,P-I-R-M,B,I,5,2,130,85,"[130,85]"
8,P-I-R-M,B,I,5,3,115,85,"[115,85]"
8,P-I-R-M,B,I,5,4,85,100,"[85,100]"
8,P-I-R-M,B,I,5,5,145,85,"[145,85]"
8,P-I-R-M,B,I,5,6,85,70,"[85,70]"
8,P-I-R-M,B,I,5,7,85,25,"[85,25]"
8,P-I-R-M,B,I,5,8,85,40,"[85,40]"
8,P-I-R-M,B,I,6,1,100,85,"[100,85]"
8,P-I-R-M,B,I,6,2,85,130,"[85,130]"
8,P-I-R-M,B,I,6,3,40,85,"[40,85]"
8,P-I-R-M,B,I,6,4,85,25,"[85,25]"
8,P-I-R-M,B,I,6,5,85,70,"[85,70]"
8,P-I-R-M,B,I,6,6,115,85,"[115,85]"
8,P-I-R-M,B,I,6,7,85,145,"[85,145]"
8,P-I-R-M,B,I,6,8,55,85,"[55,85]"
8,P-I-R-M,B,I,7,1,40,85,"[40,85]"
8,P-I-R-M,B,I,7,2,70,85,"[70,85]"
8,P-I-R-M,B,I,7,3,85,130,"[85,130]"
8,P-I-R-M,B,I,7,4,100,85,"[100,85]"
8,P-I-R-M,B,I,7,5,115,85,"[115,85]"
8,P-I-R-M,B,I,7,6,85,25,"[85,25]"
8,P-I-R-M,B,I,7,7,85,55,"[85,55]"
8,P-I-R-M,B,I,7,8,85,145,"[85,145]"
8,P-I-R-M,B,I,8,1,25,85,"[25,85]"
8,P-I-R-M,B,I,8,2,115,85,"[115,85]"
8,P-I-R-M,B,I,8,3,85,130,"[85,130]"
8,P-I-R-M,B,I,8,4,145,85,"[145,85]"
8,P-I-R-M,B,I,8,5,85,40,"[85,40]"
8,P-I-R-M,B,I,8,6,55,85,"[55,85]"
8,P-I-R-M,B,I,8,7,85,100,"[85,100]"
8,P-I-R-M,B,I,8,8,85,70,"[85,70]"
8,P-I-R-M,B,R,1,1,85,115,"[85,115]"
8,P-I-R-M,B,R,1,2,85,55,"[85,55]"
8,P-I-R-M,B,R,1,3,85,40,"[85,40]"
8,P-I-R-M,B,R,1,4,85,145,"[85,145]"
8,P-I-R-M,B,R,1,5,130,85,"[130,85]"
8,P-I-R-M,B,R,1,6,70,85,"[70,85]"
8,P-I-R-M,B,R,1,7,100,85,"[100,85]"
8,P-I-R-M,B,R,1,8,25,85,"[25,85]"
8,P-I-R-M,B,R,2,1,85,70,"[85,70]"
8,P-I-R-M,B,R,2,2,85,55,"[85,55]"
8,P-I-R-M,B,R,2,3,85,115,"[85,115]"
8,P-I-R-M,B,R,2,4,85,40,"[85,40]"
8,P-I-R-M,B,R,2,5,130,85,"[130,85]"
8,P-I-R-M,B,R,2,6,25,85,"[25,85]"
8,P-I-R-M,B,R,2,7,145,85,"[145,85]"
8,P-I-R-M,B,R,2,8,100,85,"[100,85]"
8,P-I-R-M,B,R,3,1,85,145,"[85,145]"
8,P-I-R-M,B,R,3,2,85,115,"[85,115]"
8,P-I-R-M,B,R,3,3,70,85,"[70,85]"
8,P-I-R-M,B,R,3,4,40,85,"[40,85]"
8,P-I-R-M,B,R,3,5,85,100,"[85,100]"
8,P-I-R-M,B,R,3,6,85,55,"[85,55]"
8,P-I-R-M,B,R,3,7,25,85,"[25,85]"
8,P-I-R-M,B,R,3,8,130,85,"[130,85]"
8,P-I-R-M,B,R,4,1,85,130,"[85,130]"
8,P-I-R-M,B,R,4,2,55,85,"[55,85]"
8,P-I-R-M,B,R,4,3,70,85,"[70,85]"
8,P-I-R-M,B,R,4,4,145,85,"[145,85]"
8,P-I-R-M,B,R,4,5,85,25,"[85,25]"
8,P-I-R-M,B,R,4,6,85,100,"[85,100]"
8,P-I-R-M,B,R,4,7,40,85,"[40,85]"
8,P-I-R-M,B,R,4,8,85,115,"[85,115]"
8,P-I-R-M,B,0,0,0,0,0,0
8,P-I-R-M,B,R,5,1,55,85,"[55,85]"
8,P-I-R-M,B,R,5,2,130,85,"[130,85]"
8,P-I-R-M,B,R,5,3,115,85,"[115,85]"
8,P-I-R-M,B,R,5,4,85,100,"[85,100]"
8,P-I-R-M,B,R,5,5,145,85,"[145,85]"
8,P-I-R-M,B,R,5,6,85,70,"[85,70]"
8,P-I-R-M,B,R,5,7,85,25,"[85,25]"
8,P-I-R-M,B,R,5,8,85,40,"[85,40]"
8,P-I-R-M,B,R,6,1,100,85,"[100,85]"
8,P-I-R-M,B,R,6,2,85,130,"[85,130]"
8,P-I-R-M,B,R,6,3,40,85,"[40,85]"
8,P-I-R-M,B,R,6,4,85,25,"[85,25]"
8,P-I-R-M,B,R,6,5,85,70,"[85,70]"
8,P-I-R-M,B,R,6,6,115,85,"[115,85]"
8,P-I-R-M,B,R,6,7,85,145,"[85,145]"
8,P-I-R-M,B,R,6,8,55,85,"[55,85]"
8,P-I-R-M,B,R,7,1,40,85,"[40,85]"
8,P-I-R-M,B,R,7,2,70,85,"[70,85]"
8,P-I-R-M,B,R,7,3,85,130,"[85,130]"
8,P-I-R-M,B,R,7,4,100,85,"[100,85]"
8,P-I-R-M,B,R,7,5,115,85,"[115,85]"
8,P-I-R-M,B,R,7,6,85,25,"[85,25]"
8,P-I-R-M,B,R,7,7,85,55,"[85,55]"
8,P-I-R-M,B,R,7,8,85,145,"[85,145]"
8,P-I-R-M,B,R,8,1,25,85,"[25,85]"
8,P-I-R-M,B,R,8,2,115,85,"[115,85]"
8,P-I-R-M,B,R,8,3,85,130,"[85,130]"
8,P-I-R-M,B,R,8,4,145,85,"[145,85]"
8,P-I-R-M,B,R,8,5,85,40,"[85,40]"
8,P-I-R-M,B,R,8,6,55,85,"[55,85]"
8,P-I-R-M,B,R,8,7,85,100,"[85,100]"
8,P-I-R-M,B,R,8,8,85,70,"[85,70]"
8,P-I-R-M,B,M,1,1,85,115,"[85,115]"
8,P-I-R-M,B,M,1,2,85,55,"[85,55]"
8,P-I-R-M,B,M,1,3,85,40,"[85,40]"
8,P-I-R-M,B,M,1,4,85,145,"[85,145]"
8,P-I-R-M,B,M,1,5,130,85,"[130,85]"
8,P-I-R-M,B,M,1,6,70,85,"[70,85]"
8,P-I-R-M,B,M,1,7,100,85,"[100,85]"
