ParticipantType,StageOrder,ComparisonVersion,Stage,Sequence,Trial,First,Second,Pair
8,P-I-R-M,B,M,1,8,25,85,"[25,85]"
8,P-I-R-M,B,M,2,1,85,70,"[85,70]"
8,P-I-R-M,B,M,2,2,85,55,"[85,55]"
8,P-I-R-M,B,M,2,3,85,115,"[85,115]"
8,P-I-R-M,B,M,2,4,85,40,"[85,40]"
8,P-I-R-M,B,M,2,5,130,85,"[130,85]"
8,P-I-R-M,B,M,2,6,25,85,"[25,85]"
8,P-I-R-M,B,M,2,7,145,85,"[145,85]"
8,P-I-R-M,B,M,2,8,100,85,"[100,85]"
8,P-I-R-M,B,M,3,1,85,145,"[85,145]"
8,P-I-R-M,B,M,3,2,85,115,"[85,115]"
8,P-I-R-M,B,M,3,3,70,85,"[70,85]"
8,P-I-R-M,B,M,3,4,40,85,"[40,85]"
8,P-I-R-M,B,M,3,5,85,100,"[85,100]"
8,P-I-R-M,B,M,3,6,85,55,"[85,55]"
8,P-I-R-M,B,M,3,7,25,85,"[25,85]"
8,P-I-R-M,B,M,3,8,130,85,"[130,85]"
8,P-I-R-M,B,M,4,1,85,130,"[85,130]"
8,P-I-R-M,B,M,4,2,55,85,"[55,85]"
8,P-I-R-M,B,M,4,3,70,85,"[70,85]"
8,P-I-R-M,B,M,4,4,145,85,"[145,85]"
8,P-I-R-M,B,M,4,5,85,25,"[85,25]"
8,P-I-R-M,B,M,4,6,85,100,"[85,100]"
8,P-I-R-M,B,M,4,7,40,85,"[40,85]"
8,P-I-R-M,B,M,4,8,85,115,"[85,115]"
8,P-I-R-M,B,0,0,0,0,0,0
8,P-I-R-M,B,M,5,1,55,85,"[55,85]"
8,P-I-R-M,B,M,5,2,130,85,"[130,85]"
8,P-I-R-M,B,M,5,3,115,85,"[115,85]"
8,P-I-R-M,B,M,5,4,85,100,"[85,100]"
8,P-I-R-M,B,M,5,5,145,85,"[145,85]"
8,P-I-R-M,B,M,5,6,85,70,"[85,70]"
8,P-I-R-M,B,M,5,7,85,25,"[85,25]"
8,P-I-R-M,B,M,5,8,85,40,"[85,40]"
8,P-I-R-M,B,M,6,1,100,85,"[100,85]"
8,P-I-R-M,B,M,6,2,85,130,"[85,130]"
8,P-I-R-M,B,M,6,3,40,85,"[40,85]"
8,P-I-R-M,B,M,6,4,85,25,"[85,25]"
8,P-I-R-M,B,M,6,5,85,70,"[85,70]"
8,P-I-R-M,B,M,6,6,115,85,"[115,85]"
8,P-I-R-M,B,M,6,7,85,145,"[85,145]"
8,P-I-R-M,B,M,6,8,55,85,"[55,85]"
8,P-I-R-M,B,M,7,1,40,85,"[40,85]"
8,P-I-R-M,B,M,7,2,70,85,"[70,85]"
8,P-I-R-M,B,M,7,3,85,130,"[85,130]"
8,P-I-R-M,B,M,7,4,100,85,"[100,85]"
8,P-I-R-M,B,M,7,5,115,85,"[115,85]"
8,P-I-R-M,B,M,7,6,85,25,"[85,25]"
8,P-I-R-M,B,M,7,7,85,55,"[85,55]"
8,P-I-R-M,B,M,7,8,85,145,"[85,145]"
8,P-I-R-M,B,M,8,1,25,85,"[25,85]"
8,P-I-R-M,B,M,8,2,115,85,"[115,85]"
8,P-I-R-M,B,M,8,3,85,130,"[85,130]"
8,P-I-R-M,B,M,8,4,145,85,"[145,85]"
8,P-I-R-M,B,M,8,5,85,40,"[85,40]"
8,P-I-R-M,B,M,8,6,55,85,"[55,85]"
8,P-I-R-M,B,M,8,7,85,100,"[85,100]"
8,P-I-R-M,B,M,8,8,85,70,"[85,70]"
8,P-I-R-M,B,-1,-1,-1,-1,-1,-1
